income,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
<=50k,53,Self-emp-not-inc,185242,Some-college,7,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,93,China
<=50k,46,Self-emp-not-inc,219361,5th-6th,6,Never-married,Sales,Not-in-family,Black,Male,0,0,59,Mexico
<=50k,61,Self-emp-not-inc,195624,Assoc-voc,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,Germany
<=50k,29,Private,187019,Hs-grad,10,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,54,Mexico
<=50k,61,Private,203364,Hs-grad,10,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,45,Canada
<=50k,61,Private,210762,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
<=50k,61,Private,157749,Some-college,8,Never-married,Exec-managerial,Husband,White,Male,0,0,40,United-states
>50k,47,Local-gov,315817,Assoc-voc,6,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,7,Mexico
>50k,46,Private,69977,Some-college,5,Never-married,Sales,Husband,White,Male,0,0,68,Puerto-rico
>50k,43,?,35112,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,40,Mexico
>50k,19,Private,170484,Some-college,5,Never-married,Sales,Not-in-family,Other,Female,0,0,40,Germany
>50k,61,Self-emp-not-inc,195621,Assoc-voc,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-states
>50k,42,Private,38233,Some-college,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,891,0,40,United-states
>50k,36,Private,157744,Some-college,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,57,Puerto-rico
>50k,29,Self-emp-not-inc,152239,Bachelors,10,Never-married,Prof-specialty,Husband,White,Female,0,0,8,United-states
<=50k,47,Self-emp-not-inc,123848,Hs-grad,7,Never-married,Exec-managerial,Wife,Black,Male,0,0,54,Mexico
>50k,19,Private,187018,Masters,7,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
>50k,63,Self-emp-not-inc,170477,Some-college,1,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,6,Mexico
<=50k,35,Private,94068,Some-college,7,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,Germany
<=50k,61,Private,157749,Masters,3,Never-married,Prof-specialty,Wife,Black,Female,0,0,68,United-states
<=50k,46,Private,32338,Assoc-voc,5,Never-married,Prof-specialty,Not-in-family,Asian-pac-islander,Male,0,0,54,Mexico
<=50k,19,Private,185249,Masters,10,Never-married,Prof-specialty,Husband,White,Female,0,0,40,Mexico
<=50k,90,Private,258032,Assoc-voc,8,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,48,Mexico
<=50k,46,State-gov,19734,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,35,Mexico
>50k,61,Private,177779,Assoc-voc,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,54,United-states
>50k,61,Private,201312,Some-college,11,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,27,Germany
<=50k,25,Self-emp-not-inc,333214,Bachelors,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,67,Germany
<=50k,90,Self-emp-not-inc,48151,Masters,7,Widowed,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,3195,35,Mexico
<=50k,44,Private,121223,Assoc-voc,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,66,Mexico
<=50k,42,Self-emp-not-inc,195622,Some-college,9,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,54,United-states
<=50k,46,Private,138790,9th,8,Married-civ-spouse,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,40,?
<=50k,19,Self-emp-not-inc,195624,Hs-grad,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,28,Mexico
<=50k,19,Private,188625,Hs-grad,3,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,Germany
<=50k,19,Private,146942,Some-college,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,79,Puerto-rico
<=50k,46,Self-emp-not-inc,94058,Hs-grad,9,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-states
<=50k,25,Self-emp-not-inc,52681,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,45,China
>50k,28,Self-emp-not-inc,69964,Some-college,2,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-indian-eskimo,Male,0,0,40,Germany
<=50k,57,Self-emp-not-inc,107435,Hs-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,39,United-states
<=50k,28,Self-emp-not-inc,32331,Assoc-acdm,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,54,Mexico
<=50k,61,Private,69989,Some-college,7,Never-married,Exec-managerial,Wife,White,Female,0,0,35,Mexico
>50k,61,Private,157743,Assoc-voc,6,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,7,Mexico
<=50k,44,Self-emp-not-inc,177775,Hs-grad,8,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,59,?
<=50k,52,Self-emp-not-inc,144243,Assoc-voc,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,34,Mexico
<=50k,46,Private,160156,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,2733,54,Mexico
<=50k,47,Private,177782,Hs-grad,5,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,Mexico
<=50k,46,Private,195628,Hs-grad,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,31,Mexico
>50k,42,Private,195623,Hs-grad,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,Germany
<=50k,26,Local-gov,195623,Assoc-voc,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,78,Mexico
>50k,56,Self-emp-not-inc,144238,Some-college,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,16,Philippines
<=50k,59,Self-emp-not-inc,75406,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,54,United-states
>50k,25,Private,157744,Some-college,7,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,54,Mexico
<=50k,46,Self-emp-not-inc,195623,Assoc-voc,7,Never-married,Prof-specialty,Husband,Black,Male,0,0,36,Mexico
<=50k,19,Private,195631,Masters,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,?
<=50k,46,Self-emp-not-inc,166597,Masters,7,Widowed,Adm-clerical,Husband,Asian-pac-islander,Female,0,0,40,Mexico
>50k,42,Self-emp-not-inc,162297,Some-college,7,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,89,Mexico
>50k,61,Private,157743,Some-college,3,Never-married,Adm-clerical,Husband,White,Female,0,0,5,United-states
<=50k,50,Private,185250,Hs-grad,5,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,42,Germany
>50k,72,State-gov,258013,9th,7,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,China
<=50k,82,Self-emp-not-inc,32332,9th,3,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,25,Mexico
<=50k,25,Self-emp-not-inc,144242,Masters,7,Married-civ-spouse,Sales,Not-in-family,Amer-indian-eskimo,Female,0,0,59,Mexico
<=50k,19,Private,201318,Assoc-voc,10,Never-married,Exec-managerial,Husband,White,Male,0,0,40,?
>50k,25,Private,195626,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-states
<=50k,61,Self-emp-not-inc,195624,Hs-grad,7,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,Mexico
>50k,31,Private,52689,Assoc-voc,3,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,El-salvador
>50k,53,Private,274335,Some-college,16,Never-married,Exec-managerial,Unmarried,White,Female,0,0,27,Mexico
<=50k,61,Private,116734,Masters,2,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,Mexico
<=50k,61,Private,32338,Hs-grad,7,Widowed,Exec-managerial,Husband,White,Male,0,0,22,Mexico
>50k,39,Private,121222,Masters,7,Never-married,Prof-specialty,Husband,Black,Male,0,0,79,United-states
>50k,61,Self-emp-not-inc,361764,Hs-grad,8,Divorced,Sales,Husband,White,Female,0,0,40,Mexico
>50k,43,Self-emp-not-inc,157733,Hs-grad,6,Never-married,Prof-specialty,Wife,White,Male,0,0,54,Canada
>50k,56,Self-emp-not-inc,195621,Some-college,7,Widowed,Prof-specialty,Other-relative,White,Female,0,0,54,Mexico
>50k,28,Private,168527,Masters,8,Separated,Exec-managerial,Wife,White,Male,0,0,26,Mexico
<=50k,50,Self-emp-not-inc,48156,Assoc-voc,7,Never-married,Craft-repair,Not-in-family,Amer-indian-eskimo,Female,0,0,99,Mexico
>50k,61,Self-emp-not-inc,222768,Some-college,3,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-states
>50k,25,Self-emp-not-inc,75403,Assoc-voc,8,Married-civ-spouse,Exec-managerial,Wife,Other,Male,0,0,50,United-states
<=50k,39,Self-emp-not-inc,38233,Some-college,9,Separated,Exec-managerial,Not-in-family,Other,Male,0,0,59,Mexico
>50k,46,Self-emp-not-inc,195620,Assoc-voc,9,Never-married,Prof-specialty,Husband,White,Male,0,801,40,Germany
<=50k,46,Self-emp-not-inc,177777,Hs-grad,10,Never-married,Sales,Not-in-family,Black,Male,0,0,79,Mexico
>50k,46,Private,199417,Assoc-acdm,7,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-states
<=50k,31,Self-emp-not-inc,121223,Some-college,8,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,65,United-states
<=50k,25,Private,94072,10th,7,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-indian-eskimo,Male,0,0,40,?
<=50k,63,Self-emp-not-inc,114608,Some-college,1,Widowed,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,45,Philippines
>50k,50,Private,157747,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,37,India
<=50k,50,Self-emp-not-inc,195626,Hs-grad,7,Never-married,Exec-managerial,Husband,Asian-pac-islander,Female,0,0,40,Mexico
<=50k,50,Self-emp-not-inc,69981,Some-college,3,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,27,?
>50k,39,Self-emp-not-inc,38228,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,54,Mexico
<=50k,46,Private,157748,11th,1,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,30,Germany
>50k,42,Self-emp-not-inc,157734,Assoc-voc,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
>50k,46,Private,176120,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,86,Mexico
>50k,21,Private,157745,Hs-grad,7,Never-married,Prof-specialty,Not-in-family,Black,Male,18795,0,40,Mexico
<=50k,42,Private,109893,Hs-grad,7,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-pac-islander,Female,0,0,28,Mexico
<=50k,19,Private,144252,Some-college,3,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-states
>50k,42,Private,222773,Some-college,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,95,Germany
>50k,61,Self-emp-not-inc,195621,Hs-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,0,56,United-states
>50k,61,Self-emp-not-inc,195621,Some-college,5,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,70,Mexico
>50k,61,Private,185243,Some-college,6,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,45,Mexico
<=50k,43,Self-emp-not-inc,157737,Some-college,10,Married-spouse-absent,Prof-specialty,Husband,Black,Male,0,0,40,Mexico
>50k,42,Private,157740,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,68,China
<=50k,46,Self-emp-not-inc,437299,Hs-grad,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,Germany
>50k,89,Self-emp-not-inc,157736,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,Mexico
>50k,85,Self-emp-not-inc,185238,Hs-grad,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,Mexico
>50k,19,Private,157746,Hs-grad,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,54,United-states
>50k,61,Self-emp-not-inc,193747,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,China
>50k,37,Self-emp-not-inc,174609,9th,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,59,Germany
>50k,25,Private,116731,Some-college,3,Widowed,Prof-specialty,Husband,Black,Male,0,0,24,Mexico
<=50k,22,Private,157748,Some-college,7,Never-married,Prof-specialty,Husband,White,Male,0,0,45,Mexico
<=50k,61,Self-emp-not-inc,181626,Assoc-voc,3,Never-married,Exec-managerial,Husband,White,Male,0,0,44,United-states
>50k,61,Self-emp-not-inc,195621,10th,7,Never-married,Exec-managerial,Husband,Amer-indian-eskimo,Male,0,0,36,Mexico
<=50k,20,Private,177784,Assoc-voc,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,59,Mexico
>50k,19,State-gov,157740,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,59,Mexico
<=50k,19,Private,195631,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,Germany
<=50k,56,Self-emp-not-inc,185242,Some-college,1,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,40,Mexico
<=50k,53,Self-emp-not-inc,190232,Hs-grad,3,Never-married,Sales,Not-in-family,White,Male,0,0,10,United-states
<=50k,46,Private,195628,Hs-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,Mexico
>50k,43,Self-emp-not-inc,185237,Some-college,7,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,Germany
>50k,61,Private,174613,Assoc-voc,3,Never-married,Exec-managerial,Husband,Black,Female,0,0,40,United-states
>50k,56,Self-emp-not-inc,32327,Some-college,7,Never-married,Craft-repair,Wife,Black,Female,0,0,86,Canada
<=50k,49,Self-emp-not-inc,157741,Some-college,9,Never-married,Prof-specialty,Wife,Black,Male,72898,0,40,United-states
<=50k,19,Private,170488,Some-college,5,Married-civ-spouse,Exec-managerial,Husband,White,Female,13394,0,54,Germany
<=50k,46,Self-emp-not-inc,203358,Assoc-voc,7,Divorced,Prof-specialty,Not-in-family,Black,Male,0,1053,34,Mexico
>50k,61,Private,157743,Masters,8,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,75,Philippines
>50k,61,Private,170481,Some-college,5,Married-civ-spouse,Prof-specialty,Unmarried,Amer-indian-eskimo,Male,0,0,16,United-states
<=50k,53,Self-emp-not-inc,85344,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,Asian-pac-islander,Female,0,0,16,Mexico
>50k,46,Self-emp-not-inc,32326,10th,5,Widowed,Exec-managerial,Husband,Black,Male,0,0,50,Mexico
>50k,42,Self-emp-not-inc,157734,Some-college,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Germany
<=50k,43,Self-emp-not-inc,157737,Hs-grad,8,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1431,45,Mexico
>50k,25,Self-emp-not-inc,157737,Hs-grad,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,Germany
>50k,19,Self-emp-not-inc,185240,Some-college,1,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,50,Mexico
<=50k,61,Self-emp-not-inc,126574,Hs-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-indian-eskimo,Female,0,0,93,Philippines
>50k,46,Self-emp-not-inc,961146,Hs-grad,7,Never-married,Sales,Not-in-family,White,Male,0,0,45,Germany
>50k,19,Private,210760,Some-college,7,Never-married,Prof-specialty,Not-in-family,Black,Male,20116,3195,16,Mexico
<=50k,61,Self-emp-not-inc,263187,Masters,7,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
>50k,63,Private,195625,Some-college,12,Married-af-spouse,Prof-specialty,Wife,Other,Male,0,0,11,Mexico
<=50k,82,Private,69991,Assoc-voc,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,99,Germany
<=50k,61,Self-emp-not-inc,181626,9th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,Mexico
>50k,61,Private,193751,Some-college,5,Divorced,Exec-managerial,Not-in-family,White,Male,0,3910,54,Philippines
<=50k,42,Private,168528,Bachelors,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,Germany
<=50k,46,Private,195628,Hs-grad,10,Never-married,Exec-managerial,Not-in-family,Asian-pac-islander,Male,0,0,55,Mexico
>50k,19,Self-emp-not-inc,240533,Hs-grad,8,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,0,0,54,Mexico
>50k,61,Self-emp-not-inc,185239,Some-college,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,China
>50k,46,Local-gov,32326,Hs-grad,6,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,China
<=50k,46,Self-emp-not-inc,195623,11th,1,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,50,China
<=50k,19,Private,100355,Hs-grad,1,Never-married,Prof-specialty,Husband,White,Female,0,0,16,Mexico
>50k,25,Private,32334,Some-college,7,Never-married,Exec-managerial,Husband,Amer-indian-eskimo,Female,0,0,54,Germany
<=50k,20,Self-emp-not-inc,193752,Hs-grad,7,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,70,Mexico
>50k,43,Self-emp-not-inc,48137,Masters,7,Never-married,Prof-specialty,Not-in-family,Amer-indian-eskimo,Male,0,0,40,Mexico
<=50k,61,Self-emp-not-inc,52680,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-states
>50k,47,Private,361792,7th-8th,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1473,50,Germany
>50k,56,Self-emp-not-inc,144238,Some-college,3,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,79,?
<=50k,20,Self-emp-not-inc,185243,Assoc-voc,8,Never-married,Exec-managerial,Husband,Black,Female,0,0,40,Mexico
<=50k,46,Without-pay,52676,Hs-grad,5,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
>50k,19,Self-emp-not-inc,126571,Masters,7,Married-civ-spouse,Exec-managerial,Other-relative,Other,Male,0,0,40,Philippines
<=50k,20,Private,195631,Some-college,14,Never-married,Prof-specialty,Husband,Black,Female,0,0,40,Canada
<=50k,48,Self-emp-not-inc,195624,Hs-grad,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,Mexico
<=50k,60,Self-emp-not-inc,135852,Some-college,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,?
<=50k,42,Self-emp-not-inc,129560,Assoc-voc,3,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,54,China
>50k,75,Self-emp-not-inc,157734,Some-college,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,34,Mexico
<=50k,42,Self-emp-not-inc,85340,Some-college,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico
<=50k,80,Private,195629,Some-college,5,Separated,Adm-clerical,Not-in-family,White,Female,0,0,19,United-states
>50k,88,Private,144244,Assoc-voc,5,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,41,Mexico
<=50k,19,Private,144252,Masters,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,54,Germany
>50k,25,Self-emp-not-inc,195621,9th,7,Never-married,Prof-specialty,Husband,Black,Female,0,0,66,Germany
<=50k,50,Private,485029,Some-college,5,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,1473,40,Mexico
<=50k,85,?,195639,Some-college,10,Never-married,Prof-specialty,Wife,Amer-indian-eskimo,Male,0,0,34,United-states
>50k,56,Private,185243,10th,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,62,Mexico
<=50k,61,Private,232975,9th,2,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,25,Puerto-rico
<=50k,46,Private,253320,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,1431,40,Mexico
>50k,61,Private,32333,Some-college,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,45,Philippines
<=50k,66,Private,162309,Some-college,7,Separated,Prof-specialty,Wife,Black,Male,0,0,27,Mexico
<=50k,42,Private,157746,Hs-grad,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,48,Germany
>50k,47,Self-emp-not-inc,361759,9th,5,Never-married,Exec-managerial,Husband,Black,Male,0,0,40,Mexico
>50k,46,Private,121221,11th,3,Never-married,Prof-specialty,Husband,Amer-indian-eskimo,Male,891,0,34,United-states
<=50k,56,Self-emp-not-inc,35094,Assoc-voc,16,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,4,England
<=50k,61,Private,42954,Hs-grad,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,34,Germany
>50k,61,Private,197516,Assoc-voc,7,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-states
<=50k,25,Self-emp-not-inc,121220,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-indian-eskimo,Female,0,0,25,Mexico
<=50k,25,Self-emp-not-inc,177778,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,16,Mexico
<=50k,46,Self-emp-not-inc,195623,Hs-grad,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,54,Mexico
>50k,60,Private,149566,Assoc-voc,6,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,59,Mexico
>50k,39,Private,75415,Hs-grad,7,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,801,54,Mexico
<=50k,46,Private,253320,Some-college,9,Married-civ-spouse,Exec-managerial,Unmarried,Amer-indian-eskimo,Female,0,0,76,Germany
>50k,19,Self-emp-not-inc,195622,10th,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,54,Philippines
<=50k,46,Private,48162,9th,14,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,79,United-states
>50k,43,Self-emp-not-inc,258006,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,Germany
>50k,32,Self-emp-not-inc,157741,Hs-grad,8,Never-married,Exec-managerial,Husband,White,Female,0,0,27,Germany
<=50k,46,Private,94070,Some-college,6,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,27,Mexico
<=50k,42,Self-emp-not-inc,141607,Some-college,2,Never-married,Other-service,Husband,Black,Male,0,0,86,Germany
<=50k,45,Private,195628,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1893,40,Mexico
<=50k,46,Private,162308,Some-college,1,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico
>50k,36,Private,157744,Assoc-acdm,7,Widowed,Prof-specialty,Husband,White,Female,0,0,40,Mexico
<=50k,80,Self-emp-not-inc,185241,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,59,Canada
>50k,85,Self-emp-not-inc,195620,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,88,Mexico
<=50k,60,Private,149571,Some-college,7,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,95,Mexico
<=50k,19,Local-gov,286290,Some-college,7,Never-married,Exec-managerial,Not-in-family,Amer-indian-eskimo,Female,0,0,40,Canada
>50k,46,Self-emp-not-inc,121215,Masters,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,59,United-states
>50k,46,Local-gov,97644,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,?
>50k,61,Self-emp-not-inc,177775,Some-college,5,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,64,Mexico
>50k,19,Private,168529,Assoc-voc,8,Married-af-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,United-states
>50k,31,Private,89742,10th,13,Widowed,Sales,Not-in-family,Black,Female,0,0,50,Mexico
<=50k,18,Private,63867,11th,5,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,Mexico
<=50k,47,Self-emp-not-inc,52679,Some-college,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico
<=50k,23,Self-emp-not-inc,375032,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-states
<=50k,25,Private,157750,Assoc-voc,6,Never-married,Exec-managerial,Husband,Amer-indian-eskimo,Male,0,0,86,Mexico
>50k,50,Self-emp-not-inc,361779,Some-college,2,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,59,Germany
<=50k,36,Private,157749,Hs-grad,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,24,Mexico
>50k,42,Self-emp-not-inc,253295,Masters,5,Divorced,Prof-specialty,Husband,White,Female,0,0,40,Mexico
>50k,19,Self-emp-not-inc,42932,Some-college,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-states
<=50k,46,Private,157748,Assoc-voc,3,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
>50k,46,Private,32333,9th,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Mexico
>50k,66,Private,38237,Masters,7,Widowed,Exec-managerial,Unmarried,Black,Male,1338,0,40,Mexico
<=50k,19,Private,967105,Some-college,2,Widowed,Exec-managerial,Husband,White,Female,0,0,24,Mexico
>50k,68,Self-emp-not-inc,193747,Some-college,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Germany
<=50k,85,Private,157747,Some-college,5,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,50,United-states
>50k,42,Private,114607,Hs-grad,7,Widowed,Prof-specialty,Not-in-family,Other,Male,0,0,35,Mexico
<=50k,61,Private,185247,Assoc-acdm,8,Never-married,Exec-managerial,Not-in-family,White,Female,72909,0,76,United-states
<=50k,46,Private,94070,Masters,5,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,35,Germany
<=50k,25,Private,258031,Masters,7,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,16,El-salvador
>50k,42,Private,157740,Assoc-voc,3,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,Mexico
>50k,52,Private,32333,Masters,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,34,Mexico
<=50k,19,Private,222787,Some-college,7,Never-married,Prof-specialty,Husband,White,Female,0,0,40,Mexico
>50k,63,Self-emp-not-inc,29268,Some-college,9,Separated,Exec-managerial,Husband,Asian-pac-islander,Male,0,0,40,Germany
<=50k,25,Private,177783,Assoc-voc,2,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,40,Germany
<=50k,52,Self-emp-not-inc,195624,Some-college,15,Never-married,Prof-specialty,Not-in-family,Amer-indian-eskimo,Male,0,0,40,United-states
>50k,50,Private,85354,Some-college,3,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,11,United-states
<=50k,61,Private,105040,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Mexico
<=50k,57,Self-emp-not-inc,69969,Some-college,7,Never-married,Sales,Not-in-family,Black,Female,0,0,48,United-states
>50k,46,Self-emp-not-inc,195620,Assoc-voc,11,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,45,Germany
