id,gender,customer-type,age,type-of-travel,class,flight-distance,inflight-wifi-service,departure/arrival-time-convenient,ease-of-online-booking,gate-location,food-and-drink,online-boarding,seat-comfort,inflight-entertainment,on-board-service,leg-room-service,baggage-handling,checkin-service,inflight-service,cleanliness,departure-delay-in-minutes,arrival-delay-in-minutes,satisfaction
44094,Male,Loyal-customer,40,Business-travel,Business,3531,4,4,4,4,3,2,5,5,5,5,5,5,5,4,0,0.0,Satisfied
85975,Female,Loyal-customer,55,Business-travel,Business,2669,1,1,1,1,4,5,5,4,4,4,4,3,4,5,0,0.0,Satisfied
59855,Female,Disloyal-customer,25,Business-travel,Business,937,4,0,4,3,3,4,4,3,3,3,5,4,4,3,0,0.0,Satisfied
101267,Male,Loyal-customer,11,Personal-travel,Eco,2176,3,4,3,3,3,3,3,3,2,4,5,5,5,3,37,32.0,Neutral-or-dissatisfied
50499,Male,Loyal-customer,65,Personal-travel,Eco,86,4,5,4,5,4,4,4,4,2,1,4,4,5,4,0,0.0,Neutral-or-dissatisfied
17969,Female,Loyal-customer,70,Personal-travel,Eco,460,1,2,1,4,4,3,3,5,5,1,5,2,5,2,0,0.0,Neutral-or-dissatisfied
35516,Female,Loyal-customer,9,Personal-travel,Eco,1118,2,5,3,2,4,3,4,4,3,5,5,3,4,4,0,0.0,Neutral-or-dissatisfied
38413,Male,Loyal-customer,55,Business-travel,Business,2929,3,3,3,3,5,1,4,4,4,4,4,4,4,3,0,0.0,Satisfied
55547,Male,Loyal-customer,38,Business-travel,Business,2239,1,1,1,1,4,2,1,4,4,4,3,5,4,4,0,5.0,Satisfied
33527,Female,Loyal-customer,32,Business-travel,Business,1850,1,1,1,1,5,4,5,5,2,2,5,5,1,5,0,0.0,Satisfied
105830,Male,Loyal-customer,45,Personal-travel,Eco,798,2,1,2,3,2,2,2,2,2,3,4,2,4,2,0,0.0,Neutral-or-dissatisfied
31023,Female,Loyal-customer,19,Personal-travel,Eco,391,5,5,5,1,3,5,3,3,5,4,5,3,4,3,0,0.0,Satisfied
56966,Female,Disloyal-customer,57,Business-travel,Eco,925,4,4,4,2,4,3,4,3,3,2,1,4,2,4,16,17.0,Neutral-or-dissatisfied
114312,Male,Loyal-customer,44,Personal-travel,Eco,967,3,4,3,4,1,3,1,1,5,5,4,5,5,1,9,0.0,Neutral-or-dissatisfied
67951,Male,Loyal-customer,10,Personal-travel,Eco,1235,4,5,4,1,1,4,1,1,5,5,5,3,5,1,0,0.0,Neutral-or-dissatisfied
62969,Male,Loyal-customer,20,Business-travel,Business,862,3,3,3,3,5,5,5,5,4,4,4,5,4,5,0,9.0,Satisfied
75045,Male,Loyal-customer,41,Business-travel,Business,1592,2,2,2,2,4,4,4,2,2,2,2,5,2,5,11,3.0,Satisfied
54623,Male,Loyal-customer,43,Business-travel,Eco,965,4,4,4,4,4,4,4,4,4,3,5,5,2,4,0,1.0,Satisfied
23259,Male,Loyal-customer,69,Personal-travel,Eco,783,3,5,3,4,2,3,2,2,5,3,5,5,4,2,112,111.0,Neutral-or-dissatisfied
120412,Male,Loyal-customer,57,Business-travel,Business,366,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0.0,Satisfied
71946,Female,Disloyal-customer,55,Business-travel,Business,1440,2,2,2,3,4,2,4,4,1,4,3,2,3,4,0,0.0,Neutral-or-dissatisfied
3211,Female,Loyal-customer,46,Business-travel,Business,585,5,5,5,5,3,4,4,2,2,2,2,4,2,4,11,6.0,Satisfied
23014,Male,Loyal-customer,12,Business-travel,Eco-plus,817,5,1,1,1,5,5,3,5,2,1,3,4,4,5,0,0.0,Satisfied
125326,Female,Loyal-customer,19,Business-travel,Business,3320,5,5,5,5,5,5,5,5,3,4,5,4,5,5,0,11.0,Satisfied
128791,Male,Loyal-customer,60,Business-travel,Business,2586,3,3,5,3,5,5,5,5,2,5,4,5,3,5,60,69.0,Satisfied
84061,Female,Loyal-customer,57,Business-travel,Business,2907,5,5,4,5,3,5,4,4,4,4,4,4,4,3,22,21.0,Satisfied
127012,Female,Disloyal-customer,45,Business-travel,Eco,304,3,2,3,4,1,3,1,1,2,2,4,4,3,1,0,0.0,Neutral-or-dissatisfied
87019,Male,Loyal-customer,27,Business-travel,Eco-plus,907,3,3,3,3,3,3,3,3,4,5,4,4,3,3,0,0.0,Neutral-or-dissatisfied
33973,Male,Loyal-customer,50,Business-travel,Business,1576,5,5,5,5,4,3,3,3,3,3,3,4,3,3,0,0.0,Satisfied
54724,Male,Loyal-customer,43,Personal-travel,Eco,965,1,5,1,3,1,1,1,1,5,2,4,5,4,1,39,31.0,Neutral-or-dissatisfied
98389,Female,Loyal-customer,9,Business-travel,Business,2764,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0.0,Satisfied
90070,Female,Loyal-customer,57,Business-travel,Business,957,2,2,2,2,2,5,4,4,4,4,4,3,4,4,7,17.0,Satisfied
114154,Male,Loyal-customer,43,Business-travel,Business,2540,3,3,3,3,2,4,5,4,4,4,4,4,4,5,114,106.0,Satisfied
116149,Male,Loyal-customer,47,Personal-travel,Eco,390,3,3,3,4,2,3,5,2,3,3,3,2,3,2,24,19.0,Neutral-or-dissatisfied
79004,Female,Loyal-customer,56,Business-travel,Business,226,5,5,2,5,5,4,5,4,4,4,4,3,4,4,0,0.0,Satisfied
19056,Male,Loyal-customer,9,Personal-travel,Business,569,0,4,0,3,1,0,1,1,1,5,3,4,4,1,0,0.0,Satisfied
92148,Female,Loyal-customer,42,Business-travel,Business,1535,3,3,3,3,4,5,5,4,4,4,4,4,4,4,6,0.0,Satisfied
86359,Male,Loyal-customer,45,Business-travel,Business,762,4,4,4,4,4,4,4,5,5,5,5,4,5,3,31,27.0,Satisfied
109509,Male,Loyal-customer,44,Business-travel,Business,2695,5,5,5,5,4,5,4,5,5,4,5,3,5,4,9,15.0,Satisfied
106565,Male,Disloyal-customer,43,Business-travel,Business,1024,5,5,5,5,4,5,4,4,5,3,4,3,4,4,0,3.0,Satisfied
128457,Male,Loyal-customer,53,Personal-travel,Eco,647,3,1,3,4,2,3,2,2,3,3,3,1,3,2,10,27.0,Neutral-or-dissatisfied
52851,Female,Loyal-customer,69,Personal-travel,Eco,1721,4,4,4,1,5,5,4,4,4,4,4,3,4,4,0,7.0,Satisfied
53314,Male,Loyal-customer,60,Personal-travel,Eco,758,2,4,2,5,5,2,5,5,4,5,4,3,5,5,0,0.0,Neutral-or-dissatisfied
41828,Female,Loyal-customer,62,Personal-travel,Eco,489,4,1,4,2,4,2,3,1,1,4,1,4,1,1,0,0.0,Neutral-or-dissatisfied
112100,Female,Loyal-customer,50,Business-travel,Business,1062,4,1,4,1,4,4,4,4,4,4,4,3,4,4,25,0.0,Neutral-or-dissatisfied
76474,Female,Loyal-customer,26,Business-travel,Business,2365,3,3,3,3,2,2,2,2,4,4,4,4,5,2,0,0.0,Satisfied
126060,Male,Disloyal-customer,27,Business-travel,Business,507,2,2,2,1,5,2,5,5,3,2,5,4,4,5,0,0.0,Neutral-or-dissatisfied
55973,Male,Loyal-customer,39,Personal-travel,Eco,1620,2,4,2,5,4,2,1,4,5,3,4,4,5,4,18,21.0,Neutral-or-dissatisfied
110053,Female,Loyal-customer,38,Personal-travel,Eco,2039,3,4,3,3,1,3,2,1,3,3,5,5,5,1,11,13.0,Neutral-or-dissatisfied
27566,Female,Loyal-customer,66,Personal-travel,Eco,954,3,5,3,1,3,5,5,1,1,3,1,5,1,5,49,18.0,Neutral-or-dissatisfied
60281,Female,Loyal-customer,12,Personal-travel,Eco,2446,1,4,1,2,1,1,1,1,5,4,4,5,4,1,8,0.0,Neutral-or-dissatisfied
66132,Male,Loyal-customer,64,Personal-travel,Eco,583,1,1,1,2,2,1,2,2,4,4,2,3,2,2,0,0.0,Neutral-or-dissatisfied
9097,Female,Loyal-customer,30,Personal-travel,Eco-plus,108,3,4,3,3,4,3,1,4,5,3,5,3,4,4,0,39.0,Neutral-or-dissatisfied
76861,Female,Loyal-customer,48,Business-travel,Business,3889,1,1,4,1,2,5,5,4,4,4,4,4,4,3,4,10.0,Satisfied
89610,Male,Loyal-customer,58,Business-travel,Business,2515,1,1,1,1,4,5,5,5,5,5,5,3,5,5,0,2.0,Satisfied
43983,Female,Loyal-customer,48,Personal-travel,Eco,411,3,5,3,1,3,5,4,3,3,3,3,4,3,4,0,0.0,Neutral-or-dissatisfied
91713,Female,Loyal-customer,60,Business-travel,Business,1933,5,5,5,5,3,5,5,5,5,5,5,5,5,4,0,3.0,Satisfied
106792,Female,Loyal-customer,58,Business-travel,Business,1642,5,5,5,5,4,5,4,5,5,5,5,3,5,5,13,24.0,Satisfied
16580,Female,Loyal-customer,62,Business-travel,Eco,472,5,5,5,5,2,1,4,5,5,5,5,1,5,4,48,29.0,Satisfied
53770,Male,Loyal-customer,50,Personal-travel,Eco,1195,1,4,1,3,1,1,2,1,4,4,3,4,4,1,17,10.0,Neutral-or-dissatisfied
115046,Female,Loyal-customer,52,Business-travel,Business,325,4,4,4,4,3,5,4,5,5,5,5,5,5,3,1,0.0,Satisfied
6353,Male,Disloyal-customer,25,Business-travel,Business,296,2,4,1,3,5,1,5,5,5,3,4,3,5,5,0,0.0,Neutral-or-dissatisfied
106817,Female,Loyal-customer,55,Business-travel,Business,1488,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0.0,Satisfied
4105,Female,Loyal-customer,24,Business-travel,Business,2048,2,2,5,2,4,4,4,4,5,3,5,3,4,4,0,25.0,Satisfied
106966,Female,Loyal-customer,40,Business-travel,Eco,1036,2,3,3,3,2,2,2,2,1,1,2,1,2,2,26,32.0,Neutral-or-dissatisfied
82622,Female,Loyal-customer,42,Personal-travel,Eco,528,3,4,3,4,3,4,5,4,4,3,4,3,4,4,0,0.0,Neutral-or-dissatisfied
74518,Male,Loyal-customer,58,Business-travel,Business,3003,3,3,4,3,4,4,5,5,5,5,5,4,5,3,0,0.0,Satisfied
53076,Female,Loyal-customer,27,Business-travel,Eco-plus,1208,2,4,4,4,2,2,2,2,1,1,4,4,3,2,3,17.0,Neutral-or-dissatisfied
123305,Female,Loyal-customer,59,Business-travel,Business,2209,2,2,2,2,2,4,4,5,5,5,5,4,5,4,0,0.0,Satisfied
24750,Female,Disloyal-customer,45,Business-travel,Eco,432,3,3,3,1,4,3,4,4,3,5,3,5,1,4,1,7.0,Neutral-or-dissatisfied
45099,Female,Loyal-customer,53,Business-travel,Eco,157,5,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0.0,Satisfied
21333,Male,Loyal-customer,36,Business-travel,Business,3684,4,4,4,4,2,2,3,5,5,5,5,5,5,3,2,0.0,Satisfied
119574,Female,Loyal-customer,55,Business-travel,Business,1663,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,Satisfied
62765,Male,Disloyal-customer,22,Business-travel,Eco,2556,4,4,4,3,4,4,4,3,4,4,4,4,4,4,0,10.0,Neutral-or-dissatisfied
101490,Male,Disloyal-customer,64,Business-travel,Business,345,2,2,2,3,5,2,5,5,5,2,5,5,4,5,0,0.0,Neutral-or-dissatisfied
85742,Female,Loyal-customer,45,Business-travel,Business,1999,2,2,2,2,2,5,4,3,3,3,3,3,3,5,0,0.0,Satisfied
66109,Male,Loyal-customer,23,Business-travel,Business,2767,5,5,2,5,5,5,5,5,5,4,4,5,5,5,0,0.0,Satisfied
64130,Male,Loyal-customer,36,Personal-travel,Eco-plus,2288,5,3,5,4,5,5,5,3,1,3,4,5,3,5,0,0.0,Satisfied
7609,Male,Loyal-customer,70,Business-travel,Business,402,3,3,3,3,3,3,4,4,4,4,4,5,4,3,18,0.0,Satisfied
111340,Female,Loyal-customer,11,Personal-travel,Eco,283,1,5,1,4,3,1,3,3,3,3,5,5,5,3,1,2.0,Neutral-or-dissatisfied
82784,Female,Loyal-customer,47,Business-travel,Business,231,2,2,2,2,1,4,3,2,2,2,2,3,2,1,0,0.0,Neutral-or-dissatisfied
128395,Female,Loyal-customer,37,Business-travel,Eco,304,2,1,1,1,2,2,2,2,2,2,3,4,2,2,0,9.0,Neutral-or-dissatisfied
113238,Male,Loyal-customer,61,Personal-travel,Business,397,4,4,3,4,2,5,4,1,1,3,1,3,1,3,0,0.0,Neutral-or-dissatisfied
21087,Male,Disloyal-customer,62,Business-travel,Business,227,2,2,2,3,2,2,2,2,2,4,3,2,4,2,0,0.0,Neutral-or-dissatisfied
81103,Female,Disloyal-customer,30,Business-travel,Business,991,2,2,2,5,3,2,3,3,4,5,4,5,4,3,0,0.0,Neutral-or-dissatisfied
9727,Female,Loyal-customer,48,Business-travel,Eco-plus,212,4,5,2,5,1,3,3,5,5,4,5,1,5,3,51,53.0,Neutral-or-dissatisfied
61192,Male,Loyal-customer,50,Business-travel,Business,1826,1,1,1,1,4,4,5,5,5,5,5,5,5,3,1,19.0,Satisfied
6037,Male,Loyal-customer,43,Business-travel,Business,2163,3,2,3,3,3,3,3,3,4,3,3,3,2,3,97,134.0,Neutral-or-dissatisfied
2749,Female,Loyal-customer,42,Business-travel,Eco,695,4,2,2,2,2,4,3,4,4,4,4,2,4,1,0,18.0,Neutral-or-dissatisfied
56066,Male,Loyal-customer,68,Personal-travel,Eco,2586,2,2,2,2,2,3,3,4,1,2,3,3,1,3,3,16.0,Neutral-or-dissatisfied
46654,Male,Loyal-customer,33,Business-travel,Business,2006,0,4,0,1,4,4,4,4,1,3,5,4,3,4,70,102.0,Satisfied
109271,Female,Loyal-customer,20,Personal-travel,Eco-plus,612,4,5,4,2,4,4,4,4,5,4,4,5,5,4,12,3.0,Neutral-or-dissatisfied
28290,Male,Disloyal-customer,24,Business-travel,Eco,467,1,4,1,4,2,1,2,2,4,1,3,1,4,2,0,1.0,Neutral-or-dissatisfied
32747,Male,Loyal-customer,58,Business-travel,Business,163,4,4,4,4,5,3,5,4,4,4,5,1,4,3,0,0.0,Satisfied
64084,Male,Loyal-customer,29,Personal-travel,Eco,919,2,5,2,5,4,2,4,4,4,4,5,4,5,4,0,0.0,Neutral-or-dissatisfied
33875,Male,Loyal-customer,35,Business-travel,Business,3855,3,3,3,3,4,4,4,4,4,4,4,5,4,4,14,23.0,Satisfied
123189,Female,Loyal-customer,9,Personal-travel,Eco,631,2,4,2,1,3,2,3,3,4,3,5,3,4,3,0,0.0,Neutral-or-dissatisfied
83694,Male,Loyal-customer,58,Personal-travel,Eco,577,3,2,3,4,1,3,1,1,3,3,4,2,4,1,57,79.0,Neutral-or-dissatisfied
90298,Male,Loyal-customer,30,Personal-travel,Eco,932,2,5,1,3,4,1,4,4,4,3,4,5,5,4,0,0.0,Neutral-or-dissatisfied
47977,Female,Loyal-customer,47,Personal-travel,Eco,834,1,1,1,3,2,2,3,3,3,1,2,4,3,2,0,,Neutral-or-dissatisfied
59754,Male,Disloyal-customer,29,Business-travel,Business,1025,2,2,2,2,5,2,5,5,5,5,5,4,5,5,8,2.0,Neutral-or-dissatisfied
87924,Male,Disloyal-customer,20,Business-travel,Eco,406,3,5,3,1,5,3,4,5,4,4,4,4,4,5,0,0.0,Neutral-or-dissatisfied
13074,Male,Loyal-customer,32,Personal-travel,Eco,936,1,2,1,3,4,1,4,4,3,1,3,4,4,4,4,0.0,Neutral-or-dissatisfied
2794,Male,Loyal-customer,44,Business-travel,Eco,364,3,3,4,4,3,3,3,3,5,3,3,5,1,3,0,14.0,Satisfied
72459,Female,Loyal-customer,15,Business-travel,Business,2733,2,2,2,2,4,4,4,4,4,4,4,5,5,4,0,6.0,Satisfied
104019,Female,Loyal-customer,40,Business-travel,Business,3711,3,1,1,1,2,3,3,3,3,3,3,1,3,1,28,16.0,Neutral-or-dissatisfied
90637,Female,Loyal-customer,60,Business-travel,Business,1921,3,3,3,3,4,5,5,5,5,5,5,4,5,4,0,0.0,Satisfied
109333,Female,Loyal-customer,42,Personal-travel,Eco,1136,2,5,2,4,3,3,5,4,4,2,4,4,4,5,0,0.0,Neutral-or-dissatisfied
93250,Female,Loyal-customer,47,Business-travel,Business,3776,5,4,4,4,5,4,4,5,5,4,5,1,5,3,17,5.0,Neutral-or-dissatisfied
93005,Male,Disloyal-customer,23,Business-travel,Business,1524,0,0,0,4,4,0,4,4,4,4,5,5,5,4,0,0.0,Satisfied
5989,Male,Loyal-customer,57,Business-travel,Business,672,1,1,5,1,2,4,5,5,5,4,5,4,5,5,0,2.0,Satisfied
37725,Male,Loyal-customer,11,Personal-travel,Eco,944,1,3,1,3,2,1,2,2,2,2,4,2,3,2,120,108.0,Neutral-or-dissatisfied
42144,Male,Disloyal-customer,36,Business-travel,Business,329,1,1,1,4,5,1,5,5,3,4,5,4,5,5,77,77.0,Neutral-or-dissatisfied
16243,Female,Loyal-customer,44,Business-travel,Eco,748,4,2,2,2,3,2,4,4,4,4,4,1,4,2,0,0.0,Satisfied
49647,Male,Loyal-customer,61,Business-travel,Eco,337,5,3,3,3,5,5,5,5,4,1,3,5,5,5,23,20.0,Satisfied
42102,Male,Loyal-customer,47,Business-travel,Eco,996,5,1,1,1,5,5,5,5,4,2,2,2,5,5,80,54.0,Satisfied
100251,Male,Disloyal-customer,35,Business-travel,Business,1053,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46.0,Neutral-or-dissatisfied
58993,Female,Loyal-customer,42,Business-travel,Business,1744,3,3,3,3,3,3,5,5,5,5,5,3,5,3,0,0.0,Satisfied
67522,Male,Loyal-customer,45,Business-travel,Business,1464,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0,Satisfied
1915,Female,Loyal-customer,43,Business-travel,Business,351,2,2,2,2,3,5,4,4,4,4,4,5,4,3,2,0.0,Satisfied
24619,Female,Disloyal-customer,22,Business-travel,Eco,126,1,4,1,2,5,1,5,5,4,2,3,1,5,5,44,38.0,Neutral-or-dissatisfied
2684,Female,Loyal-customer,64,Business-travel,Business,597,5,5,5,5,2,5,4,5,5,5,5,4,5,4,0,0.0,Satisfied
52034,Female,Loyal-customer,8,Personal-travel,Eco,328,2,2,2,3,3,2,3,3,4,2,3,3,4,3,0,0.0,Neutral-or-dissatisfied
3398,Female,Disloyal-customer,47,Business-travel,Eco,213,3,3,3,4,2,3,2,2,5,2,5,3,1,2,9,16.0,Neutral-or-dissatisfied
128037,Female,Loyal-customer,39,Business-travel,Business,3964,5,5,5,5,5,5,1,5,5,5,5,2,5,4,0,0.0,Satisfied
116206,Female,Loyal-customer,53,Personal-travel,Eco,337,3,5,3,1,2,3,1,4,4,3,4,3,4,4,0,0.0,Neutral-or-dissatisfied
70132,Male,Loyal-customer,62,Business-travel,Business,2085,5,2,2,2,2,4,3,5,5,4,5,1,5,2,61,57.0,Neutral-or-dissatisfied
116456,Male,Loyal-customer,54,Personal-travel,Eco,446,3,5,3,2,2,3,2,2,5,2,4,5,4,2,0,0.0,Neutral-or-dissatisfied
119387,Male,Disloyal-customer,25,Business-travel,Business,399,2,5,2,1,2,2,2,2,4,5,4,4,4,2,37,23.0,Neutral-or-dissatisfied
113382,Male,Loyal-customer,46,Business-travel,Business,2664,2,2,2,2,5,4,4,5,5,5,5,3,5,3,6,0.0,Satisfied
114674,Female,Loyal-customer,45,Business-travel,Business,3567,0,0,0,2,4,4,5,4,4,4,4,4,4,3,1,0.0,Satisfied
60386,Male,Loyal-customer,34,Business-travel,Business,1452,2,2,2,2,3,4,5,5,5,5,5,3,5,5,3,0.0,Satisfied
98646,Male,Loyal-customer,30,Business-travel,Eco,861,1,1,2,1,1,1,1,1,4,4,3,1,3,1,0,0.0,Neutral-or-dissatisfied
88722,Female,Loyal-customer,19,Personal-travel,Eco,270,2,0,2,4,5,2,1,5,4,3,5,4,4,5,0,0.0,Neutral-or-dissatisfied
67052,Female,Loyal-customer,30,Business-travel,Business,3468,3,5,5,5,3,2,3,3,1,1,3,3,4,3,4,9.0,Neutral-or-dissatisfied
32301,Female,Loyal-customer,39,Business-travel,Eco,101,2,5,5,5,2,2,2,2,1,1,1,1,4,2,0,0.0,Neutral-or-dissatisfied
99528,Male,Loyal-customer,41,Business-travel,Business,802,2,2,2,2,2,5,4,5,5,5,5,5,5,5,24,15.0,Satisfied
55253,Male,Loyal-customer,37,Personal-travel,Eco,1009,1,3,1,2,1,1,1,1,3,4,3,1,3,1,50,31.0,Neutral-or-dissatisfied
37071,Male,Disloyal-customer,28,Business-travel,Business,1188,1,2,2,3,3,2,4,3,3,1,4,4,2,3,0,0.0,Neutral-or-dissatisfied
110047,Female,Loyal-customer,64,Business-travel,Business,1984,2,4,4,4,2,2,2,3,1,2,3,2,4,2,152,129.0,Neutral-or-dissatisfied
33086,Male,Loyal-customer,70,Personal-travel,Eco,163,2,2,0,4,3,0,3,3,4,1,4,3,4,3,0,0.0,Neutral-or-dissatisfied
33252,Male,Disloyal-customer,37,Business-travel,Eco-plus,101,3,3,3,3,2,3,2,2,2,1,4,2,3,2,0,0.0,Neutral-or-dissatisfied
90554,Male,Disloyal-customer,34,Business-travel,Eco,406,2,1,2,2,3,2,3,3,3,5,3,2,2,3,3,8.0,Neutral-or-dissatisfied
65737,Male,Loyal-customer,59,Business-travel,Eco,936,2,4,4,4,2,2,2,2,4,3,3,1,3,2,0,0.0,Neutral-or-dissatisfied
16424,Female,Loyal-customer,38,Business-travel,Eco,529,5,2,2,2,5,5,5,5,1,4,5,5,3,5,0,0.0,Satisfied
91079,Male,Loyal-customer,33,Personal-travel,Eco,240,2,5,2,5,3,2,3,3,4,2,5,5,4,3,2,3.0,Neutral-or-dissatisfied
88483,Male,Loyal-customer,51,Business-travel,Eco,270,4,3,2,3,4,4,4,4,1,1,2,1,2,4,25,18.0,Satisfied
62378,Female,Loyal-customer,18,Business-travel,Business,2611,3,3,1,3,4,4,4,4,5,3,3,3,5,4,0,0.0,Satisfied
80368,Male,Loyal-customer,48,Business-travel,Business,3156,3,3,3,3,2,5,4,4,4,4,4,5,4,3,36,29.0,Satisfied
112247,Male,Loyal-customer,46,Business-travel,Business,1546,5,5,5,5,3,5,4,5,5,5,5,3,5,3,5,0.0,Satisfied
56300,Female,Loyal-customer,69,Personal-travel,Eco,2227,3,4,3,3,1,3,4,2,2,3,2,3,2,1,21,0.0,Neutral-or-dissatisfied
11269,Female,Loyal-customer,25,Personal-travel,Eco,429,1,4,1,2,1,1,1,1,3,2,3,3,2,1,0,0.0,Neutral-or-dissatisfied
92922,Male,Loyal-customer,52,Business-travel,Business,2397,0,5,0,3,4,5,5,3,3,3,3,4,3,4,0,0.0,Satisfied
9374,Female,Disloyal-customer,23,Business-travel,Eco,441,2,4,3,1,4,3,4,4,2,5,2,2,1,4,0,0.0,Neutral-or-dissatisfied
53552,Male,Disloyal-customer,27,Business-travel,Eco,1956,3,3,3,3,1,3,1,1,4,2,3,5,1,1,2,0.0,Neutral-or-dissatisfied
44380,Male,Loyal-customer,49,Personal-travel,Eco,229,2,5,2,2,2,2,2,2,5,3,5,4,4,2,0,8.0,Neutral-or-dissatisfied
41306,Male,Loyal-customer,35,Business-travel,Business,802,2,2,2,2,5,4,2,4,4,4,4,4,4,3,0,0.0,Satisfied
95262,Female,Loyal-customer,55,Personal-travel,Eco,239,1,4,1,3,2,4,4,3,3,1,3,2,3,1,31,11.0,Neutral-or-dissatisfied
5875,Female,Loyal-customer,43,Business-travel,Business,212,5,5,5,5,4,4,5,5,5,5,5,5,5,5,0,0.0,Satisfied
101931,Male,Loyal-customer,48,Business-travel,Business,3939,3,2,2,2,2,4,4,3,3,3,3,3,3,4,8,0.0,Neutral-or-dissatisfied
94818,Male,Loyal-customer,32,Business-travel,Business,189,4,5,5,5,2,1,4,2,3,2,4,4,4,2,7,8.0,Neutral-or-dissatisfied
26034,Male,Loyal-customer,62,Personal-travel,Eco,321,3,4,3,1,4,3,4,4,2,3,1,4,2,4,15,12.0,Neutral-or-dissatisfied
61051,Male,Loyal-customer,22,Business-travel,Business,1546,1,1,1,1,5,5,5,5,4,3,5,5,4,5,0,0.0,Satisfied
10947,Male,Loyal-customer,66,Business-travel,Business,312,1,3,3,3,4,3,4,1,1,1,1,3,1,3,0,0.0,Neutral-or-dissatisfied
125661,Female,Loyal-customer,46,Business-travel,Eco,759,3,2,2,2,3,3,3,3,3,3,3,1,3,1,4,0.0,Neutral-or-dissatisfied
41609,Female,Loyal-customer,46,Personal-travel,Eco,1242,2,5,3,4,3,5,5,3,3,3,5,4,3,5,0,0.0,Neutral-or-dissatisfied
75946,Female,Loyal-customer,50,Business-travel,Business,297,5,5,5,5,5,5,5,3,3,4,3,4,3,3,81,94.0,Satisfied
35501,Female,Loyal-customer,47,Personal-travel,Eco,1056,3,5,3,5,5,4,5,1,1,3,1,4,1,5,11,11.0,Neutral-or-dissatisfied
52740,Male,Disloyal-customer,29,Business-travel,Eco,1310,1,1,1,3,4,1,4,4,4,5,3,1,3,4,0,0.0,Neutral-or-dissatisfied
82889,Male,Loyal-customer,15,Personal-travel,Eco,594,2,3,2,3,1,2,1,1,3,3,4,2,3,1,0,0.0,Neutral-or-dissatisfied
116240,Female,Loyal-customer,48,Personal-travel,Eco,417,3,1,3,3,4,3,2,3,3,3,3,4,3,3,0,0.0,Neutral-or-dissatisfied
49403,Male,Loyal-customer,36,Business-travel,Eco,373,4,3,3,3,4,4,4,4,5,2,5,4,3,4,0,0.0,Satisfied
63212,Male,Loyal-customer,28,Business-travel,Eco,337,4,1,1,1,4,4,4,4,1,3,2,3,2,4,3,0.0,Neutral-or-dissatisfied
27154,Female,Loyal-customer,45,Business-travel,Business,2701,3,5,5,5,3,3,3,2,4,2,4,3,1,3,0,0.0,Neutral-or-dissatisfied
44964,Male,Loyal-customer,41,Business-travel,Business,222,0,4,0,2,5,4,4,4,4,4,3,4,4,4,0,0.0,Satisfied
121760,Female,Loyal-customer,33,Personal-travel,Business,337,3,5,3,4,2,5,5,3,3,3,3,4,3,5,0,0.0,Neutral-or-dissatisfied
128781,Female,Loyal-customer,63,Business-travel,Business,2248,3,5,4,5,3,3,3,3,3,3,3,1,3,1,0,0.0,Neutral-or-dissatisfied
29660,Male,Loyal-customer,8,Personal-travel,Eco,909,2,4,2,3,5,2,5,5,3,3,4,4,5,5,0,0.0,Neutral-or-dissatisfied
73797,Male,Loyal-customer,50,Business-travel,Eco-plus,192,4,5,5,5,4,4,4,4,2,5,4,2,4,4,9,22.0,Neutral-or-dissatisfied
61799,Female,Loyal-customer,26,Personal-travel,Eco,1346,3,5,3,2,2,3,4,2,4,2,5,3,5,2,0,0.0,Neutral-or-dissatisfied
81318,Male,Loyal-customer,53,Business-travel,Business,2091,5,5,4,5,4,4,4,2,2,2,2,4,2,4,0,0.0,Satisfied
64496,Male,Loyal-customer,52,Business-travel,Business,190,1,1,1,1,3,2,3,4,4,4,1,3,4,3,0,0.0,Neutral-or-dissatisfied
108259,Female,Loyal-customer,36,Business-travel,Eco,495,5,1,1,1,5,5,5,5,5,3,2,5,4,5,69,90.0,Satisfied
61518,Male,Loyal-customer,36,Personal-travel,Eco,2442,3,4,3,5,5,3,5,5,4,3,4,5,4,5,0,0.0,Neutral-or-dissatisfied
70071,Male,Loyal-customer,42,Personal-travel,Business,460,4,5,4,5,3,4,4,3,3,4,3,4,3,3,7,0.0,Neutral-or-dissatisfied
88442,Male,Loyal-customer,42,Business-travel,Eco,270,1,5,5,5,1,1,1,1,1,1,3,3,3,1,1,0.0,Neutral-or-dissatisfied
77863,Male,Loyal-customer,20,Personal-travel,Eco-plus,696,4,5,4,4,3,4,3,3,3,2,4,5,4,3,0,0.0,Neutral-or-dissatisfied
125897,Male,Loyal-customer,54,Personal-travel,Eco,920,3,4,3,1,5,3,5,5,5,3,5,3,5,5,0,0.0,Neutral-or-dissatisfied
76043,Male,Loyal-customer,60,Business-travel,Business,669,3,3,3,3,5,4,5,3,3,4,3,3,3,3,0,0.0,Satisfied
