id,gender,customer-type,age,type-of-travel,class,flight-distance,inflight-wifi-service,departure/arrival-time-convenient,ease-of-online-booking,gate-location,food-and-drink,online-boarding,seat-comfort,inflight-entertainment,on-board-service,leg-room-service,baggage-handling,checkin-service,inflight-service,cleanliness,departure-delay-in-minutes,arrival-delay-in-minutes,satisfaction
124185,Male,Loyal-customer,38,Personal-travel,Eco-plus,2089,3,4,4,4,5,4,5,5,1,2,3,4,4,5,2,0.0,Neutral-or-dissatisfied
98356,Male,Loyal-customer,29,Business-travel,Business,1189,5,5,5,5,3,4,3,3,5,4,5,3,4,3,0,0.0,Satisfied
456,Female,Loyal-customer,34,Business-travel,Business,3310,5,5,5,5,2,5,5,5,5,5,5,4,5,3,1,1.0,Satisfied
125117,Male,Disloyal-customer,26,Business-travel,Business,361,3,2,3,4,5,3,5,5,4,3,4,2,4,5,0,0.0,Neutral-or-dissatisfied
30737,Female,Loyal-customer,60,Business-travel,Business,2109,2,2,3,2,2,4,5,4,4,4,4,4,4,5,0,0.0,Satisfied
93069,Female,Loyal-customer,58,Personal-travel,Eco,297,3,3,3,3,5,5,2,4,4,3,4,1,4,1,34,23.0,Neutral-or-dissatisfied
98992,Male,Loyal-customer,49,Personal-travel,Eco,543,2,5,3,2,5,3,5,5,2,3,5,4,3,5,17,11.0,Neutral-or-dissatisfied
112763,Male,Loyal-customer,46,Business-travel,Business,2302,2,2,2,2,4,4,4,4,3,4,5,4,3,4,221,212.0,Satisfied
63250,Male,Loyal-customer,42,Business-travel,Business,3908,2,2,2,2,3,5,4,5,5,5,5,3,5,3,11,8.0,Satisfied
33085,Female,Loyal-customer,51,Personal-travel,Eco,216,4,4,4,3,5,5,4,5,5,4,5,3,5,4,0,0.0,Satisfied
70246,Female,Loyal-customer,43,Business-travel,Eco,1592,3,1,5,1,4,4,3,3,3,3,3,3,3,3,0,12.0,Neutral-or-dissatisfied
50389,Male,Loyal-customer,23,Business-travel,Business,3025,3,1,1,1,3,3,3,3,4,1,3,1,4,3,59,52.0,Neutral-or-dissatisfied
118425,Male,Loyal-customer,46,Business-travel,Business,3106,2,2,2,2,5,4,5,4,4,4,4,4,4,5,0,0.0,Satisfied
4559,Female,Loyal-customer,59,Business-travel,Business,2970,1,1,1,1,4,2,1,5,5,5,4,5,5,5,0,0.0,Satisfied
56271,Female,Loyal-customer,50,Business-travel,Business,404,3,3,3,3,3,5,5,4,4,4,4,3,4,5,0,0.0,Satisfied
16536,Male,Loyal-customer,15,Personal-travel,Eco,209,3,2,0,2,4,0,4,4,4,3,2,2,2,4,0,0.0,Neutral-or-dissatisfied
46140,Female,Loyal-customer,25,Business-travel,Business,627,5,5,5,5,5,5,5,5,2,1,3,1,3,5,1,1.0,Satisfied
119378,Male,Loyal-customer,29,Business-travel,Business,399,5,5,5,5,4,4,4,4,5,2,4,5,4,4,0,0.0,Satisfied
41111,Male,Loyal-customer,48,Business-travel,Eco,295,4,1,1,1,5,4,5,5,3,2,3,5,2,5,44,30.0,Satisfied
56698,Male,Loyal-customer,40,Personal-travel,Eco,1068,1,5,1,2,3,1,3,3,4,4,5,4,4,3,13,26.0,Neutral-or-dissatisfied
46544,Male,Loyal-customer,59,Business-travel,Business,212,0,3,0,4,3,4,2,5,5,5,5,4,5,2,0,0.0,Satisfied
8526,Female,Loyal-customer,8,Personal-travel,Eco,862,3,5,3,2,4,3,4,4,3,3,5,4,4,4,0,14.0,Neutral-or-dissatisfied
100545,Male,Loyal-customer,39,Business-travel,Business,580,4,4,2,4,5,4,4,5,5,5,5,3,5,5,22,3.0,Satisfied
118854,Male,Loyal-customer,24,Personal-travel,Eco-plus,304,2,4,2,2,5,2,2,5,3,4,4,4,5,5,51,46.0,Neutral-or-dissatisfied
78980,Male,Loyal-customer,58,Business-travel,Business,226,4,4,4,4,4,5,4,5,5,5,5,4,5,4,0,0.0,Satisfied
124178,Female,Loyal-customer,37,Personal-travel,Business,2089,1,3,0,4,1,4,3,1,1,0,1,2,1,2,0,0.0,Neutral-or-dissatisfied
39696,Male,Disloyal-customer,23,Business-travel,Business,298,5,4,5,5,3,5,3,3,5,2,5,4,4,3,0,0.0,Satisfied
105516,Female,Loyal-customer,44,Business-travel,Business,3954,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0.0,Satisfied
79025,Female,Loyal-customer,28,Business-travel,Eco,356,3,4,4,4,3,3,3,3,2,5,4,4,4,3,0,0.0,Neutral-or-dissatisfied
14525,Male,Disloyal-customer,33,Business-travel,Business,362,2,2,2,4,2,2,2,2,3,3,2,2,3,2,1,4.0,Neutral-or-dissatisfied
17494,Female,Disloyal-customer,20,Business-travel,Eco,341,2,2,2,4,4,2,4,4,1,1,3,3,3,4,0,16.0,Neutral-or-dissatisfied
62905,Female,Loyal-customer,27,Personal-travel,Business,853,4,4,4,3,1,4,1,1,4,2,5,4,4,1,0,1.0,Neutral-or-dissatisfied
60929,Male,Loyal-customer,41,Business-travel,Business,888,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0.0,Satisfied
51210,Female,Disloyal-customer,33,Business-travel,Eco-plus,77,3,3,3,5,5,3,5,5,2,4,3,2,2,5,0,0.0,Neutral-or-dissatisfied
60375,Male,Loyal-customer,60,Business-travel,Business,1452,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0.0,Satisfied
71533,Female,Disloyal-customer,24,Business-travel,Business,1012,5,0,5,2,2,5,2,2,5,3,4,5,5,2,0,0.0,Satisfied
39242,Female,Loyal-customer,41,Business-travel,Business,2948,2,2,2,2,2,2,4,4,4,5,3,4,4,3,67,72.0,Satisfied
8196,Male,Loyal-customer,39,Business-travel,Business,402,2,2,2,2,2,4,2,4,4,4,4,2,4,4,4,0.0,Satisfied
62300,Female,Disloyal-customer,39,Business-travel,Business,236,5,5,5,1,3,5,3,3,5,2,4,3,5,3,0,0.0,Satisfied
42754,Female,Disloyal-customer,20,Business-travel,Business,493,4,5,4,5,2,4,2,2,4,2,4,4,4,2,0,0.0,Satisfied
119205,Female,Disloyal-customer,40,Business-travel,Business,257,5,5,5,5,5,5,4,5,5,4,5,5,4,5,0,1.0,Satisfied
62546,Female,Loyal-customer,49,Business-travel,Business,1846,1,1,1,1,2,5,4,4,4,4,4,3,4,5,91,61.0,Satisfied
22078,Male,Disloyal-customer,17,Business-travel,Eco,304,2,0,2,4,2,2,2,2,1,5,4,3,4,2,41,39.0,Neutral-or-dissatisfied
75980,Female,Loyal-customer,59,Personal-travel,Eco,297,1,3,1,3,1,2,2,5,5,1,5,1,5,3,15,2.0,Neutral-or-dissatisfied
121178,Female,Loyal-customer,41,Personal-travel,Eco,2521,3,2,3,4,3,1,1,4,1,2,4,1,1,1,36,36.0,Neutral-or-dissatisfied
126139,Male,Loyal-customer,27,Business-travel,Business,3014,2,2,2,2,2,3,2,2,4,2,4,1,3,2,0,0.0,Neutral-or-dissatisfied
5416,Female,Loyal-customer,57,Business-travel,Business,589,1,1,1,1,2,5,5,5,5,5,5,4,5,4,1,0.0,Satisfied
101410,Female,Loyal-customer,56,Personal-travel,Eco,486,3,2,3,3,3,3,3,5,5,3,5,2,5,2,11,0.0,Neutral-or-dissatisfied
7743,Male,Loyal-customer,39,Business-travel,Eco-plus,489,4,3,3,3,4,4,4,4,4,3,3,3,4,4,28,34.0,Neutral-or-dissatisfied
48051,Female,Loyal-customer,17,Personal-travel,Eco,677,3,4,3,1,5,3,5,5,3,5,5,3,4,5,0,0.0,Neutral-or-dissatisfied
83188,Female,Loyal-customer,16,Personal-travel,Business,1123,3,5,3,5,3,3,3,3,3,5,5,3,5,3,0,8.0,Neutral-or-dissatisfied
36783,Female,Disloyal-customer,15,Business-travel,Eco,2602,3,3,3,4,3,4,4,4,5,4,4,4,4,4,26,17.0,Neutral-or-dissatisfied
75797,Male,Loyal-customer,16,Personal-travel,Eco,813,1,3,1,4,3,1,3,3,4,3,2,4,4,3,0,0.0,Neutral-or-dissatisfied
114868,Female,Loyal-customer,57,Business-travel,Business,308,4,4,4,4,4,5,5,4,4,4,4,3,4,4,8,9.0,Satisfied
89279,Female,Loyal-customer,36,Business-travel,Business,3874,3,5,4,5,1,3,4,3,3,3,3,3,3,3,0,15.0,Neutral-or-dissatisfied
99705,Male,Loyal-customer,20,Business-travel,Eco,2026,2,3,3,3,2,1,1,2,4,1,1,3,2,2,40,45.0,Neutral-or-dissatisfied
9443,Male,Loyal-customer,23,Business-travel,Business,1692,2,1,1,1,2,2,2,1,4,4,4,2,2,2,195,195.0,Neutral-or-dissatisfied
101950,Female,Disloyal-customer,25,Business-travel,Business,628,2,0,2,1,2,2,2,2,4,2,5,5,4,2,0,0.0,Neutral-or-dissatisfied
52623,Male,Loyal-customer,23,Business-travel,Business,110,3,3,3,3,4,4,3,4,4,3,3,3,2,4,0,0.0,Satisfied
87710,Female,Loyal-customer,11,Personal-travel,Eco,606,2,5,2,4,4,2,4,4,4,3,1,3,5,4,8,12.0,Neutral-or-dissatisfied
29124,Female,Loyal-customer,51,Personal-travel,Eco,697,1,4,1,3,2,4,3,3,3,1,3,2,3,2,0,0.0,Neutral-or-dissatisfied
112353,Male,Loyal-customer,46,Business-travel,Business,3301,3,3,3,3,2,4,4,5,5,5,5,4,5,3,8,1.0,Satisfied
30899,Female,Loyal-customer,45,Business-travel,Business,2960,5,5,3,5,2,2,4,3,3,3,3,4,3,2,0,0.0,Satisfied
69340,Female,Loyal-customer,45,Business-travel,Business,1096,3,3,3,3,4,4,4,5,5,5,5,4,5,4,17,18.0,Satisfied
107076,Male,Loyal-customer,45,Personal-travel,Eco,395,4,5,4,4,3,4,2,3,5,3,5,5,4,3,42,79.0,Neutral-or-dissatisfied
20257,Male,Loyal-customer,43,Business-travel,Business,1680,2,4,4,4,3,4,3,2,2,2,2,2,2,3,0,0.0,Neutral-or-dissatisfied
127228,Male,Loyal-customer,58,Business-travel,Business,1460,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0.0,Satisfied
55228,Male,Loyal-customer,25,Business-travel,Business,1009,3,3,3,3,3,4,3,3,4,5,3,3,3,3,1,1.0,Neutral-or-dissatisfied
86886,Female,Loyal-customer,10,Personal-travel,Eco-plus,692,3,5,3,5,5,3,5,5,5,3,4,3,4,5,30,44.0,Neutral-or-dissatisfied
100276,Female,Loyal-customer,53,Business-travel,Business,2753,3,3,3,3,3,5,4,4,4,4,4,5,4,4,38,50.0,Satisfied
29174,Male,Loyal-customer,36,Business-travel,Eco-plus,697,5,4,4,4,5,5,5,5,2,4,1,2,4,5,0,0.0,Satisfied
80466,Female,Disloyal-customer,26,Business-travel,Eco,1299,1,1,1,4,3,1,5,3,2,3,3,1,4,3,0,0.0,Neutral-or-dissatisfied
89693,Female,Disloyal-customer,72,Business-travel,Eco,689,3,3,3,1,2,3,2,2,4,4,3,1,4,2,0,0.0,Neutral-or-dissatisfied
34493,Female,Loyal-customer,30,Business-travel,Business,1990,2,4,4,4,2,2,2,2,2,4,3,4,2,2,20,9.0,Neutral-or-dissatisfied
9003,Male,Loyal-customer,48,Business-travel,Business,2431,3,3,3,3,2,4,4,4,4,5,4,3,4,4,48,34.0,Satisfied
125046,Female,Loyal-customer,52,Personal-travel,Eco,2300,0,4,0,2,4,3,5,5,5,0,5,3,5,5,0,0.0,Satisfied
54069,Female,Loyal-customer,21,Business-travel,Business,1416,2,2,2,2,4,4,4,4,5,1,3,3,2,4,0,0.0,Satisfied
86165,Male,Disloyal-customer,38,Business-travel,Business,164,3,3,3,4,5,3,3,5,5,2,5,3,5,5,0,0.0,Neutral-or-dissatisfied
110844,Male,Loyal-customer,52,Business-travel,Business,2832,2,2,2,2,3,4,5,5,5,5,5,5,5,5,0,0.0,Satisfied
113650,Female,Loyal-customer,62,Personal-travel,Eco,258,4,5,0,5,4,4,2,4,4,0,4,5,4,5,0,0.0,Neutral-or-dissatisfied
91360,Female,Loyal-customer,45,Personal-travel,Eco-plus,223,2,1,2,3,4,2,3,2,2,2,2,2,2,2,0,5.0,Neutral-or-dissatisfied
29840,Female,Loyal-customer,33,Business-travel,Business,261,3,1,2,1,5,4,4,3,3,2,3,2,3,2,0,0.0,Neutral-or-dissatisfied
112825,Female,Disloyal-customer,27,Business-travel,Business,1390,4,4,4,1,2,4,2,2,3,5,4,3,4,2,8,0.0,Satisfied
114618,Female,Loyal-customer,39,Business-travel,Business,3415,5,5,5,5,5,5,5,5,5,5,5,3,5,5,28,25.0,Satisfied
21348,Female,Loyal-customer,34,Business-travel,Business,3187,1,2,2,2,5,4,3,1,1,1,1,1,1,1,0,0.0,Neutral-or-dissatisfied
88303,Male,Disloyal-customer,36,Business-travel,Business,271,2,1,1,5,3,1,1,3,5,3,4,5,4,3,104,101.0,Neutral-or-dissatisfied
106581,Female,Loyal-customer,39,Business-travel,Business,333,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,9.0,Satisfied
56100,Female,Loyal-customer,34,Business-travel,Business,2402,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,13.0,Satisfied
109037,Female,Disloyal-customer,22,Business-travel,Eco,781,5,5,5,2,1,5,1,1,5,4,4,4,5,1,0,0.0,Satisfied
217,Male,Loyal-customer,48,Personal-travel,Eco,290,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0.0,Neutral-or-dissatisfied
5181,Female,Loyal-customer,44,Business-travel,Business,3250,5,3,5,5,2,5,5,5,5,5,5,4,5,3,10,16.0,Satisfied
34912,Male,Loyal-customer,44,Business-travel,Business,3647,5,5,2,5,1,3,4,5,5,5,5,5,5,2,0,0.0,Satisfied
96710,Male,Loyal-customer,53,Business-travel,Business,2368,4,4,4,4,3,4,4,4,4,4,4,5,4,3,0,0.0,Satisfied
74293,Female,Loyal-customer,24,Personal-travel,Eco,2288,2,2,3,2,1,3,1,1,1,3,3,4,2,1,0,0.0,Neutral-or-dissatisfied
107868,Female,Loyal-customer,24,Business-travel,Business,2988,1,1,4,4,1,1,1,1,2,3,3,2,3,1,11,0.0,Neutral-or-dissatisfied
93438,Female,Loyal-customer,76,Business-travel,Business,205,2,2,2,2,1,5,2,4,4,4,5,3,4,4,0,0.0,Satisfied
68654,Female,Loyal-customer,56,Business-travel,Business,2862,4,4,4,4,2,4,5,5,5,5,5,4,5,3,0,0.0,Satisfied
88954,Male,Loyal-customer,24,Business-travel,Business,1199,2,2,2,2,4,4,4,4,3,3,4,3,5,4,12,10.0,Satisfied
79965,Male,Disloyal-customer,34,Business-travel,Business,1069,1,1,1,3,5,1,5,5,4,5,3,2,5,5,0,0.0,Neutral-or-dissatisfied
115386,Male,Loyal-customer,57,Business-travel,Business,3902,1,1,1,1,5,5,5,5,5,5,5,4,5,3,55,53.0,Satisfied
64723,Female,Loyal-customer,54,Business-travel,Business,2486,1,1,1,1,4,5,4,5,5,5,4,3,5,5,5,0.0,Satisfied
88378,Female,Disloyal-customer,29,Business-travel,Business,646,5,5,5,4,5,5,5,5,4,4,5,3,5,5,0,1.0,Satisfied
17520,Male,Loyal-customer,41,Personal-travel,Eco,341,3,5,3,5,3,3,5,3,4,5,4,5,5,3,0,0.0,Neutral-or-dissatisfied
115895,Male,Disloyal-customer,15,Business-travel,Eco,337,3,4,3,3,2,3,2,2,3,1,3,2,3,2,27,23.0,Neutral-or-dissatisfied
76276,Male,Loyal-customer,25,Business-travel,Business,1927,2,1,1,1,2,2,2,2,1,2,3,3,4,2,0,4.0,Neutral-or-dissatisfied
44026,Male,Disloyal-customer,40,Business-travel,Eco-plus,680,5,5,5,3,2,5,2,2,1,4,1,3,1,2,4,0.0,Satisfied
105187,Female,Loyal-customer,66,Personal-travel,Eco,289,1,5,1,1,5,4,4,2,2,1,2,5,2,4,0,0.0,Neutral-or-dissatisfied
77672,Male,Loyal-customer,55,Business-travel,Eco,696,3,1,4,4,3,3,3,3,1,1,3,4,3,3,22,5.0,Neutral-or-dissatisfied
47461,Female,Loyal-customer,33,Personal-travel,Eco,532,2,4,4,5,4,4,4,4,5,4,4,4,4,4,7,12.0,Neutral-or-dissatisfied
83933,Female,Disloyal-customer,22,Business-travel,Business,373,4,0,4,5,5,4,5,5,4,5,5,4,4,5,11,0.0,Satisfied
61176,Male,Loyal-customer,47,Business-travel,Business,3607,3,3,3,3,4,5,5,5,5,5,5,3,5,5,5,0.0,Satisfied
82701,Male,Loyal-customer,48,Business-travel,Eco,232,4,5,5,5,4,4,4,4,5,1,1,4,3,4,0,0.0,Satisfied
16598,Male,Loyal-customer,59,Business-travel,Eco,1008,4,2,2,2,4,4,4,4,5,4,1,3,2,4,0,0.0,Satisfied
80025,Female,Loyal-customer,47,Personal-travel,Eco,1076,2,5,2,1,5,5,4,5,5,2,5,5,5,4,0,0.0,Neutral-or-dissatisfied
101457,Female,Loyal-customer,53,Business-travel,Business,3541,4,4,4,4,2,4,5,5,5,5,5,4,5,5,7,0.0,Satisfied
126901,Male,Loyal-customer,21,Personal-travel,Eco-plus,2296,3,4,3,5,3,3,3,3,3,3,5,4,4,3,0,0.0,Neutral-or-dissatisfied
108500,Female,Loyal-customer,41,Business-travel,Eco,287,2,4,5,4,2,2,2,2,2,2,2,3,3,2,0,0.0,Neutral-or-dissatisfied
19220,Male,Loyal-customer,23,Business-travel,Business,1848,3,3,3,3,4,4,4,4,5,5,4,1,3,4,0,3.0,Satisfied
105664,Female,Loyal-customer,40,Business-travel,Business,925,5,5,5,5,3,4,4,4,4,4,4,3,4,4,0,0.0,Satisfied
119942,Female,Disloyal-customer,30,Business-travel,Eco,1009,3,3,3,1,5,3,5,5,1,3,2,4,2,5,0,2.0,Neutral-or-dissatisfied
49498,Male,Loyal-customer,39,Business-travel,Eco,89,2,2,2,2,2,2,2,2,4,1,4,2,3,2,6,7.0,Satisfied
128111,Male,Disloyal-customer,23,Business-travel,Eco,1344,2,3,3,1,2,2,2,2,3,5,4,4,5,2,0,0.0,Neutral-or-dissatisfied
52493,Female,Loyal-customer,34,Personal-travel,Eco-plus,370,4,2,4,3,3,4,2,3,3,3,4,4,5,3,0,0.0,Neutral-or-dissatisfied
97277,Male,Loyal-customer,34,Business-travel,Business,2324,4,3,4,4,5,4,5,5,5,5,5,5,5,5,99,105.0,Satisfied
38660,Female,Loyal-customer,45,Business-travel,Business,1111,1,1,1,1,3,3,2,5,5,5,5,3,5,4,0,0.0,Satisfied
89119,Female,Disloyal-customer,50,Business-travel,Eco,1083,2,2,2,4,2,2,1,2,4,4,4,1,4,2,36,25.0,Neutral-or-dissatisfied
64092,Male,Loyal-customer,30,Personal-travel,Eco,921,3,2,3,3,1,3,1,1,2,4,2,4,3,1,0,0.0,Neutral-or-dissatisfied
36594,Female,Disloyal-customer,26,Business-travel,Eco,1121,3,4,4,3,1,4,1,1,4,3,1,5,4,1,0,0.0,Neutral-or-dissatisfied
8241,Female,Loyal-customer,62,Personal-travel,Eco,402,3,4,3,3,4,4,5,4,4,3,4,4,4,4,0,0.0,Neutral-or-dissatisfied
41916,Male,Disloyal-customer,40,Business-travel,Eco,129,4,0,3,4,1,3,1,1,1,3,1,2,5,1,0,3.0,Neutral-or-dissatisfied
54927,Female,Disloyal-customer,24,Business-travel,Eco,1303,5,5,5,1,5,5,5,5,5,4,4,5,4,5,2,0.0,Satisfied
11676,Female,Loyal-customer,53,Business-travel,Business,395,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,0.0,Satisfied
33829,Male,Disloyal-customer,22,Business-travel,Eco,722,4,4,4,5,2,4,2,2,4,2,3,4,4,2,0,0.0,Neutral-or-dissatisfied
116198,Male,Loyal-customer,34,Personal-travel,Eco,417,3,5,3,3,2,3,5,2,5,5,2,4,5,2,0,0.0,Neutral-or-dissatisfied
19344,Female,Loyal-customer,16,Personal-travel,Eco,694,3,4,3,4,3,5,5,4,3,5,4,5,4,5,201,180.0,Neutral-or-dissatisfied
30165,Male,Loyal-customer,18,Personal-travel,Eco,82,4,1,4,4,4,4,4,4,1,4,3,4,4,4,0,0.0,Neutral-or-dissatisfied
82720,Male,Loyal-customer,50,Personal-travel,Eco,632,4,5,4,3,3,4,1,3,5,2,5,3,5,3,3,0.0,Neutral-or-dissatisfied
106297,Female,Disloyal-customer,22,Business-travel,Eco,998,1,1,1,1,2,1,2,2,3,4,5,5,5,2,14,1.0,Neutral-or-dissatisfied
35224,Female,Loyal-customer,46,Business-travel,Business,1005,3,5,3,5,1,4,3,3,3,3,3,1,3,1,112,110.0,Neutral-or-dissatisfied
108673,Female,Loyal-customer,48,Business-travel,Business,177,2,5,5,5,4,3,3,2,2,2,2,3,2,3,58,55.0,Neutral-or-dissatisfied
63453,Male,Loyal-customer,47,Business-travel,Business,447,1,1,1,1,4,4,5,5,5,5,5,4,5,5,40,29.0,Satisfied
91169,Male,Loyal-customer,10,Personal-travel,Eco,406,2,4,2,3,5,2,5,5,3,2,4,5,5,5,0,0.0,Neutral-or-dissatisfied
6881,Female,Disloyal-customer,61,Business-travel,Business,265,1,1,1,3,2,1,2,2,5,3,5,4,4,2,3,16.0,Neutral-or-dissatisfied
80799,Female,Loyal-customer,59,Business-travel,Business,692,4,4,4,4,3,5,4,5,5,5,5,3,5,4,22,29.0,Satisfied
40177,Female,Loyal-customer,30,Business-travel,Business,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0.0,Satisfied
121800,Female,Loyal-customer,47,Business-travel,Business,2011,4,4,4,4,4,4,4,4,3,5,5,4,3,4,181,174.0,Satisfied
126469,Female,Loyal-customer,51,Business-travel,Business,1849,4,4,4,4,5,5,4,5,5,5,5,4,5,4,0,0.0,Satisfied
63981,Female,Loyal-customer,24,Personal-travel,Eco-plus,1192,4,4,4,1,5,4,5,5,3,5,3,4,4,5,5,0.0,Neutral-or-dissatisfied
101174,Male,Disloyal-customer,41,Business-travel,Eco,690,4,4,4,3,2,4,2,2,3,4,3,2,4,2,5,0.0,Neutral-or-dissatisfied
18087,Female,Loyal-customer,65,Personal-travel,Eco,488,4,0,4,3,3,5,4,3,3,4,3,4,3,3,57,47.0,Neutral-or-dissatisfied
14904,Female,Loyal-customer,9,Personal-travel,Eco,296,3,5,3,2,3,5,5,3,2,4,4,5,5,5,142,147.0,Neutral-or-dissatisfied
30791,Female,Loyal-customer,59,Personal-travel,Eco,895,2,4,1,5,1,1,1,5,2,5,4,1,3,1,204,196.0,Neutral-or-dissatisfied
116351,Male,Loyal-customer,53,Personal-travel,Eco,446,4,4,2,4,1,2,1,1,3,4,5,5,5,1,0,0.0,Satisfied
41444,Female,Loyal-customer,19,Personal-travel,Eco-plus,913,1,5,1,3,5,1,5,5,5,3,5,4,5,5,5,0.0,Neutral-or-dissatisfied
1245,Female,Loyal-customer,15,Personal-travel,Eco,158,4,5,4,2,5,4,5,5,3,3,4,3,4,5,7,4.0,Neutral-or-dissatisfied
119340,Female,Loyal-customer,22,Personal-travel,Eco,214,4,3,4,4,4,4,4,4,3,2,1,2,1,4,0,0.0,Satisfied
83287,Male,Loyal-customer,12,Personal-travel,Eco,1979,2,5,2,3,1,2,1,1,3,5,4,5,5,1,0,29.0,Neutral-or-dissatisfied
120893,Female,Loyal-customer,48,Business-travel,Business,3700,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0.0,Satisfied
52484,Female,Loyal-customer,10,Personal-travel,Eco-plus,651,3,2,3,3,3,3,3,3,1,2,2,3,3,3,0,0.0,Neutral-or-dissatisfied
86688,Female,Loyal-customer,43,Business-travel,Business,1747,2,2,2,2,5,3,4,4,4,4,4,5,4,3,1,0.0,Satisfied
86856,Male,Loyal-customer,17,Personal-travel,Eco,484,3,0,3,1,5,3,5,5,4,4,5,5,4,5,0,0.0,Neutral-or-dissatisfied
25989,Female,Loyal-customer,45,Business-travel,Eco,577,4,2,2,2,4,4,3,4,4,4,4,3,4,3,7,6.0,Satisfied
40412,Male,Disloyal-customer,23,Business-travel,Eco,290,0,3,0,4,4,0,4,4,3,2,3,1,4,4,0,0.0,Satisfied
46598,Female,Loyal-customer,55,Business-travel,Business,3122,3,1,1,1,5,4,4,3,3,3,3,3,3,4,3,0.0,Neutral-or-dissatisfied
124893,Female,Disloyal-customer,25,Business-travel,Business,728,3,5,3,2,4,3,4,4,4,3,5,5,5,4,5,11.0,Neutral-or-dissatisfied
6335,Female,Loyal-customer,42,Business-travel,Business,296,1,1,1,1,4,5,4,5,5,5,5,3,5,4,0,0.0,Satisfied
67085,Male,Loyal-customer,39,Business-travel,Business,1102,3,3,3,3,4,4,5,4,4,4,4,3,4,3,4,7.0,Satisfied
62454,Female,Loyal-customer,47,Business-travel,Business,1846,1,1,2,1,2,3,5,4,4,4,4,3,4,4,0,7.0,Satisfied
43578,Male,Loyal-customer,56,Personal-travel,Eco,1499,4,2,4,4,4,4,4,4,1,2,3,1,4,4,9,26.0,Neutral-or-dissatisfied
77326,Female,Loyal-customer,49,Business-travel,Business,590,5,5,5,5,2,4,4,4,4,4,4,3,4,3,0,0.0,Satisfied
81664,Female,Loyal-customer,41,Business-travel,Business,907,3,3,3,3,5,4,5,4,4,4,4,4,4,5,11,2.0,Satisfied
114204,Male,Loyal-customer,49,Business-travel,Business,1585,5,5,5,5,5,5,5,2,2,2,2,5,2,4,8,3.0,Satisfied
110961,Male,Disloyal-customer,27,Business-travel,Business,197,1,1,1,4,5,1,5,5,5,4,4,5,4,5,27,3.0,Neutral-or-dissatisfied
47872,Female,Loyal-customer,48,Business-travel,Eco,329,2,5,3,5,4,3,3,2,2,2,2,4,2,3,84,71.0,Neutral-or-dissatisfied
119419,Male,Loyal-customer,27,Personal-travel,Eco,399,5,1,5,2,3,5,3,3,4,3,1,1,2,3,0,0.0,Satisfied
28092,Male,Loyal-customer,36,Business-travel,Business,533,2,2,2,2,2,5,5,5,5,5,5,5,5,4,0,1.0,Satisfied
28681,Female,Loyal-customer,44,Business-travel,Business,2777,2,2,2,2,5,5,5,3,3,5,3,4,3,1,3,0.0,Satisfied
103121,Female,Loyal-customer,36,Personal-travel,Eco,546,3,4,3,4,5,3,5,5,4,3,4,1,1,5,16,9.0,Neutral-or-dissatisfied
126835,Male,Disloyal-customer,29,Business-travel,Eco,1491,2,2,2,4,1,2,3,1,2,2,3,1,3,1,6,3.0,Neutral-or-dissatisfied
65879,Male,Loyal-customer,35,Business-travel,Eco-plus,1389,2,3,3,3,2,2,2,2,1,1,4,1,4,2,3,0.0,Neutral-or-dissatisfied
43800,Male,Loyal-customer,58,Personal-travel,Eco,748,3,4,4,5,2,4,2,2,5,3,5,4,5,2,0,0.0,Neutral-or-dissatisfied
70721,Male,Loyal-customer,49,Business-travel,Business,675,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,Satisfied
64160,Female,Loyal-customer,59,Business-travel,Eco,589,3,4,4,4,4,2,1,3,3,3,3,4,3,2,44,26.0,Neutral-or-dissatisfied
85135,Female,Loyal-customer,43,Business-travel,Business,696,2,2,2,2,3,5,4,2,2,2,2,4,2,5,0,9.0,Satisfied
122929,Male,Loyal-customer,46,Business-travel,Business,2464,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0,Satisfied
93590,Male,Loyal-customer,46,Personal-travel,Eco,159,1,4,0,2,2,0,2,2,3,4,4,3,5,2,25,22.0,Neutral-or-dissatisfied
46151,Male,Disloyal-customer,30,Business-travel,Eco,604,2,5,2,4,2,2,2,2,3,5,2,1,1,2,2,0.0,Neutral-or-dissatisfied
11600,Female,Loyal-customer,52,Business-travel,Eco,257,2,3,3,3,1,2,2,2,2,2,2,4,2,4,0,0.0,Neutral-or-dissatisfied
126283,Male,Loyal-customer,12,Personal-travel,Eco,600,2,1,2,1,5,2,5,5,4,1,1,1,1,5,0,0.0,Neutral-or-dissatisfied
